,marital_status,application_mode,application_order,course,daytime_evening_attendance,previous_qualification,previous_qualification_grade,nationality,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,curricular_units_1st_sem_credited,curricular_units_1st_sem_enrolled,curricular_units_1st_sem_evaluations,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,curricular_units_1st_sem_without_evaluations,curricular_units_2nd_sem_credited,curricular_units_2nd_sem_enrolled,curricular_units_2nd_sem_evaluations,curricular_units_2nd_sem_approved,curricular_units_2nd_sem_grade,curricular_units_2nd_sem_without_evaluations,unemployment_rate,inflation_rate,GDP,status
3809,married,Over 23 years old,1,Social Service (evening attendance),evening,secondary education,120.0,Portuguese,104.0,No,No,No,yes,Female,No,54,No,0,6,8,4,12.75,0,0,6,12,5,12.6,0,7.6,2.6,0.32,Dropout
3810,single,Change of Course,1,Nursing,daytime,secondary education,125.0,Portuguese,123.6,Yes,No,No,yes,Female,Yes,18,No,0,7,8,5,12.86,0,0,7,8,5,12.86,0,7.6,2.6,0.32,Enrolled
3811,single,Over 23 years old,1,Social Service (evening attendance),evening,secondary education,133.1,Portuguese,121.0,No,No,Yes,No,Female,No,44,No,2,8,12,4,12.0,2,2,7,9,4,12.0,2,8.9,1.4,3.51,Dropout
3812,single,Change of Course,1,Social Service,daytime,secondary education,149.0,Portuguese,130.5,Yes,No,No,yes,Female,No,28,No,8,11,11,9,11.666666666666666,0,8,11,13,9,12.555555555555555,0,10.8,1.4,1.74,Graduate
3813,single,Holders of other higher courses,1,Social Service (evening attendance),evening,higher education - master (2nd cycle),180.0,Portuguese,180.0,No,No,No,yes,Female,No,37,No,12,14,14,14,16.5,0,8,11,11,11,16.90909090909091,0,8.9,1.4,3.51,Graduate
3814,single,Change of Course,1,Social Service,daytime,secondary education,110.0,Portuguese,112.5,Yes,No,No,yes,Female,No,20,No,8,10,14,9,12.333333333333334,0,3,7,10,7,11.77777777777778,0,7.6,2.6,0.32,Graduate
3815,single,General Contingent,3,Nursing,daytime,secondary education,131.0,Portuguese,126.1,Yes,No,No,yes,Female,No,18,No,0,7,8,7,12.59125,0,0,8,11,7,12.820000000000002,0,15.5,2.8,-4.06,Enrolled
3816,single,General Contingent,1,Social Service,daytime,secondary education,117.0,Portuguese,111.8,Yes,No,No,yes,Male,No,19,No,0,6,9,4,11.5,0,0,6,12,3,11.0,0,8.9,1.4,3.51,Dropout
3817,single,2nd general contingent,1,Agronomy,daytime,secondary education,120.0,Portuguese,131.4,Yes,No,No,yes,Male,Yes,23,No,17,18,19,18,11.894736842105264,0,12,13,13,13,12.923076923076923,0,15.5,2.8,-4.06,Graduate
3818,single,2nd general contingent,1,Social Service,daytime,secondary education,160.0,Portuguese,144.3,No,No,No,yes,Male,No,22,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout
3819,single,Over 23 years old,1,Tourism,daytime,secondary education,100.0,Portuguese,115.0,No,No,No,No,Male,No,24,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
3820,single,Technological specialization diploma holders,1,Agronomy,daytime,technological specialization course,140.0,Portuguese,120.0,Yes,No,No,yes,Male,No,22,No,0,6,13,5,13.0,0,0,6,13,2,11.5,0,12.4,0.5,1.79,Enrolled
3821,single,Over 23 years old,1,Agronomy,daytime,secondary education,160.0,Portuguese,168.6,No,No,No,yes,Male,No,26,No,0,6,9,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout
3822,single,2nd general contingent,6,Journalism and Communication,daytime,secondary education,141.0,Portuguese,127.7,Yes,No,No,yes,Male,No,18,No,0,6,6,6,15.166666666666666,0,0,6,6,6,14.833333333333334,0,9.4,-0.8,-3.12,Graduate
3823,single,Technological specialization diploma holders,1,Equinculture,daytime,technological specialization course,130.0,Portuguese,150.0,No,No,No,yes,Male,No,24,No,2,6,8,4,11.75,0,1,6,8,2,13.5,0,11.1,0.6,2.02,Dropout
3824,single,General Contingent,1,Informatics Engineering,daytime,secondary education,142.0,Portuguese,129.8,Yes,No,No,yes,Male,No,18,No,0,5,5,0,0.0,0,0,5,6,1,15.0,0,10.8,1.4,1.74,Enrolled
3825,single,General Contingent,1,Animation and Multimedia Design,daytime,secondary education,130.0,Portuguese,135.6,Yes,No,No,yes,Male,No,26,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Dropout
3826,single,Over 23 years old,1,Tourism,daytime,basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,100.0,No,No,No,yes,Male,No,27,No,0,6,11,3,11.333333333333334,0,0,6,10,3,14.75,0,16.2,0.3,-0.92,Dropout
3827,single,Technological specialization diploma holders,1,Agronomy,daytime,technological specialization course,140.0,Portuguese,140.0,Yes,No,No,yes,Male,Yes,20,No,0,6,10,5,12.6,0,0,6,6,5,13.2,0,12.4,0.5,1.79,Graduate
3828,single,General Contingent,1,Informatics Engineering,daytime,secondary education,129.0,Portuguese,124.1,Yes,No,No,yes,Male,No,19,No,0,5,10,0,0.0,0,0,5,10,1,14.0,3,7.6,2.6,0.32,Dropout
3829,single,General Contingent,1,Veterinary Nursing,daytime,secondary education,148.0,Portuguese,131.6,No,No,No,yes,Male,Yes,18,No,0,6,8,6,15.5,0,0,6,9,4,15.5,0,11.1,0.6,2.02,Dropout
3830,single,General Contingent,3,Nursing,daytime,secondary education,143.0,Portuguese,129.0,Yes,No,No,yes,Male,No,18,No,0,8,8,7,12.365714285714288,0,0,8,8,7,12.365714285714288,0,10.8,1.4,1.74,Graduate
3831,single,2nd general contingent,1,Advertising and Marketing Management,daytime,secondary education,128.0,Portuguese,135.7,Yes,No,No,yes,Male,No,19,No,0,6,7,5,13.2,0,0,6,10,5,13.25,0,10.8,1.4,1.74,Enrolled
3832,single,Change of Course,1,Communication Design,daytime,secondary education,100.0,Portuguese,108.0,Yes,No,No,yes,Male,No,34,No,7,12,12,7,11.428571428571429,0,4,12,12,7,11.857142857142858,0,7.6,2.6,0.32,Enrolled
3833,single,General Contingent,1,Social Service,daytime,secondary education,116.0,Portuguese,110.8,Yes,No,No,yes,Male,No,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
3834,single,General Contingent,1,Journalism and Communication,daytime,secondary education,128.0,Portuguese,124.5,No,No,No,yes,Male,Yes,19,No,0,6,10,4,14.0,0,0,6,9,6,12.333333333333334,0,9.4,-0.8,-3.12,Graduate
3835,married,Over 23 years old,1,Agronomy,daytime,secondary education,120.0,Portuguese,100.0,No,No,No,yes,Male,No,30,No,3,12,12,3,12.0,0,5,12,16,5,11.8,0,15.5,2.8,-4.06,Dropout
3836,single,Change of Course,1,Journalism and Communication,daytime,secondary education,121.0,Portuguese,123.8,No,No,No,No,Male,No,22,No,0,4,4,0,0.0,4,0,5,8,3,12.0,0,10.8,1.4,1.74,Dropout
3837,single,2nd general contingent,1,Management,daytime,secondary education,137.0,Portuguese,131.4,No,No,No,No,Male,No,19,No,0,5,13,4,10.0,0,0,5,7,3,11.333333333333334,0,15.5,2.8,-4.06,Dropout
3838,single,General Contingent,1,Management,daytime,secondary education,115.0,Portuguese,118.5,No,No,No,yes,Male,No,21,No,0,5,9,1,10.0,0,0,5,10,1,10.0,0,7.6,2.6,0.32,Dropout
3839,single,General Contingent,2,Animation and Multimedia Design,daytime,secondary education,129.0,Portuguese,122.0,Yes,No,No,No,Male,No,22,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout
3840,single,General Contingent,1,Tourism,daytime,secondary education,125.0,Portuguese,122.9,No,No,No,yes,Male,Yes,19,No,0,6,7,6,11.166666666666666,0,0,6,12,3,11.666666666666666,0,10.8,1.4,1.74,Enrolled
3841,single,General Contingent,1,Social Service,daytime,secondary education,125.0,Portuguese,118.7,No,No,No,yes,Male,No,20,No,0,6,12,4,11.75,0,0,6,13,3,11.333333333333334,0,15.5,2.8,-4.06,Enrolled
3842,single,Over 23 years old,1,Agronomy,daytime,basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,100.0,Yes,No,No,yes,Male,No,35,No,0,6,13,3,11.75,0,0,6,10,0,0.0,0,13.9,-0.3,0.79,Dropout
3843,single,Special contingent (Madeira Island),2,Management,daytime,secondary education,131.0,Portuguese,135.9,Yes,No,No,yes,Male,No,20,No,0,5,8,1,10.0,0,0,5,7,1,11.0,0,7.6,2.6,0.32,Dropout
3844,single,General Contingent,1,Equinculture,daytime,secondary education,133.1,Portuguese,138.4,No,No,No,yes,Male,No,21,No,0,5,8,3,14.0,0,0,5,5,5,12.8,0,7.6,2.6,0.32,Graduate
3845,single,Over 23 years old,1,Veterinary Nursing,daytime,other - 11th year of schooling,133.1,Portuguese,128.2,No,No,Yes,No,Male,No,27,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
3846,single,Change of Course,1,Journalism and Communication,daytime,secondary education,114.0,Portuguese,107.4,Yes,No,No,No,Male,No,26,No,0,6,12,3,12.0,0,0,6,15,0,0.0,0,9.4,-0.8,-3.12,Dropout
3847,single,2nd general contingent,1,Journalism and Communication,daytime,secondary education,127.0,Portuguese,129.8,No,No,No,No,Male,No,20,No,0,6,10,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout
3848,single,Over 23 years old,1,Agronomy,daytime,secondary education,130.0,Portuguese,100.0,No,No,Yes,No,Male,No,28,No,4,10,19,8,11.88888888888889,0,2,8,17,5,11.6,1,15.5,2.8,-4.06,Dropout
3849,single,General Contingent,3,Journalism and Communication,daytime,secondary education,121.0,Portuguese,113.0,Yes,No,No,yes,Male,No,19,No,0,6,6,6,13.833333333333334,0,0,6,6,6,13.666666666666666,0,11.1,0.6,2.02,Graduate
3850,single,Change of Course,1,Management (evening attendance,evening,secondary education,120.0,Portuguese,107.0,No,No,No,No,Male,No,47,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
3851,divorced,Over 23 years old,1,Journalism and Communication,daytime,other - 11th year of schooling,120.0,Portuguese,130.0,No,No,No,No,Male,No,55,No,0,6,8,5,11.4,0,0,6,9,5,12.4,0,10.8,1.4,1.74,Dropout
3852,single,Change of Course,1,Agronomy,daytime,secondary education,120.0,Portuguese,120.0,Yes,No,No,yes,Male,No,39,No,0,6,8,0,0.0,0,1,6,8,2,11.0,0,16.2,0.3,-0.92,Dropout
3853,married,General Contingent,1,Agronomy,daytime,secondary education,120.0,Portuguese,120.5,Yes,No,Yes,yes,Male,No,35,No,14,17,17,14,10.642857142857142,1,12,12,12,12,10.666666666666666,0,15.5,2.8,-4.06,Dropout
3854,single,Over 23 years old,1,Social Service,daytime,secondary education,133.1,Portuguese,120.5,No,No,No,No,Male,No,32,No,0,6,10,2,11.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout
3855,single,General Contingent,4,Journalism and Communication,daytime,secondary education,124.0,Portuguese,137.0,Yes,No,No,yes,Male,No,20,No,0,6,6,6,16.833333333333332,0,0,6,6,6,16.666666666666668,0,8.9,1.4,3.51,Graduate
3856,single,Over 23 years old,1,Tourism,daytime,secondary education,150.0,Portuguese,115.0,No,No,No,yes,Male,No,36,No,0,6,8,6,13.571428571428571,0,0,6,9,5,13.2,0,12.7,3.7,-1.7,Graduate
3857,single,Over 23 years old,1,Management (evening attendance,evening,basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,142.7,No,No,Yes,yes,Male,Yes,34,No,0,5,11,5,14.714285714285714,0,0,5,14,5,14.375,5,16.2,0.3,-0.92,Graduate
3858,single,General Contingent,1,Advertising and Marketing Management,daytime,secondary education,116.0,Portuguese,116.7,Yes,No,No,yes,Male,No,21,No,0,5,8,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
3859,single,Change of Course,1,Management (evening attendance,evening,secondary education,133.1,Portuguese,136.1,No,No,No,yes,Male,Yes,42,No,0,5,14,1,10.0,0,0,5,14,1,11.0,0,13.9,-0.3,0.79,Dropout
3860,single,Over 23 years old,1,Agronomy,daytime,basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,134.3,No,No,No,yes,Male,No,25,No,0,6,15,1,11.0,0,0,6,13,4,11.75,0,12.4,0.5,1.79,Dropout
3861,single,3rd general contingent,1,Journalism and Communication,daytime,secondary education,167.0,Portuguese,153.0,Yes,No,No,yes,Male,Yes,18,No,0,6,6,1,11.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
3862,single,General Contingent,1,Journalism and Communication,daytime,secondary education,140.0,Portuguese,132.0,No,No,No,yes,Male,Yes,18,No,0,6,6,5,12.0,0,0,6,6,6,12.833333333333334,0,12.7,3.7,-1.7,Graduate
3863,single,General Contingent,2,Social Service,daytime,secondary education,124.0,Portuguese,129.6,Yes,No,No,yes,Male,No,19,No,0,6,10,6,11.125,0,0,6,7,6,11.857142857142858,0,7.6,2.6,0.32,Graduate
3864,single,Change of Course,1,Veterinary Nursing,daytime,secondary education,110.0,Portuguese,105.0,No,No,Yes,No,Male,No,34,No,2,6,13,3,11.333333333333334,0,0,6,8,2,11.5,0,13.9,-0.3,0.79,Dropout
3865,single,2nd general contingent,2,Journalism and Communication,daytime,secondary education,150.0,Portuguese,130.8,No,No,No,yes,Male,No,20,No,0,6,15,2,12.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Dropout
3866,single,General Contingent,1,Nursing,daytime,secondary education,123.0,Portuguese,119.7,No,No,No,yes,Male,No,20,No,0,7,8,0,0.0,1,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
3867,single,2nd general contingent,1,Nursing,daytime,secondary education,152.0,Portuguese,132.5,No,No,No,yes,Male,No,21,No,0,8,8,7,14.54,0,0,8,8,7,14.54,0,10.8,1.4,1.74,Graduate
3868,single,Technological specialization diploma holders,1,Agronomy,daytime,technological specialization course,130.0,Portuguese,130.0,Yes,No,No,yes,Male,No,19,No,0,6,9,6,12.166666666666666,0,0,6,14,4,13.0,0,12.4,0.5,1.79,Graduate
3869,single,Over 23 years old,1,Veterinary Nursing,daytime,secondary education,133.1,Portuguese,120.0,No,No,Yes,No,Male,No,31,No,0,5,13,4,13.5,1,0,5,12,3,11.666666666666666,1,9.4,-0.8,-3.12,Dropout
3870,single,2nd general contingent,1,Advertising and Marketing Management,daytime,secondary education,133.1,Portuguese,150.0,No,No,No,yes,Male,No,21,No,0,6,8,6,14.75,0,0,6,9,5,14.333333333333334,0,11.1,0.6,2.02,Graduate
3871,single,General Contingent,1,Management,daytime,secondary education,124.0,Portuguese,115.6,No,No,No,yes,Male,Yes,20,No,0,5,8,5,12.375,0,0,5,7,5,11.666666666666666,0,13.9,-0.3,0.79,Graduate
3872,single,Change of Course,2,Nursing,daytime,frequency of higher education,119.1,Portuguese,119.1,No,No,No,yes,Male,No,22,No,0,7,7,6,12.733333333333334,0,0,7,7,6,12.733333333333334,0,7.6,2.6,0.32,Graduate
3873,single,General Contingent,2,Communication Design,daytime,secondary education,128.0,Portuguese,123.5,Yes,Yes,No,No,Male,No,19,No,0,6,9,4,12.5,0,0,6,6,0,0.0,0,9.4,-0.8,-3.12,Dropout
3874,single,Over 23 years old,1,Equinculture,daytime,secondary education,133.1,Portuguese,120.0,Yes,No,Yes,No,Male,No,41,No,0,5,5,0,0.0,1,0,5,5,0,0.0,5,12.7,3.7,-1.7,Dropout
3875,single,Change of Course,1,Nursing,daytime,basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,110.0,Yes,No,No,yes,Male,No,27,No,0,7,7,0,0.0,6,0,7,7,0,0.0,6,7.6,2.6,0.32,Dropout
3876,single,2nd general contingent,1,Nursing,daytime,secondary education,145.0,Portuguese,131.4,No,No,No,yes,Female,No,19,No,0,7,7,7,13.44285714285714,0,0,8,8,7,13.771428571428572,0,13.9,-0.3,0.79,Dropout
3877,single,3rd general contingent,2,Nursing,daytime,secondary education,141.0,Guinean,126.8,Yes,No,No,yes,Female,Yes,20,Yes,0,8,8,8,14.2,0,0,8,8,8,14.2,0,9.4,-0.8,-3.12,Graduate
3878,single,Change of Course,4,Nursing,daytime,frequency of higher education,118.9,Portuguese,118.9,Yes,No,No,yes,Female,Yes,19,No,0,7,7,6,13.55,0,0,7,7,6,13.55,0,7.6,2.6,0.32,Graduate
3879,married,Over 23 years old,1,Management (evening attendance,evening,secondary education,160.0,Portuguese,160.0,No,No,No,yes,Female,No,35,No,0,5,5,5,11.6,0,0,5,6,5,11.166666666666666,0,15.5,2.8,-4.06,Graduate
3880,single,2nd general contingent,5,Journalism and Communication,daytime,secondary education,111.0,Portuguese,115.9,Yes,No,No,yes,Female,No,22,No,0,6,7,6,13.571428571428571,0,0,6,7,6,15.285714285714286,0,13.9,-0.3,0.79,Graduate
3881,single,General Contingent,2,Tourism,daytime,secondary education,111.0,Portuguese,109.3,Yes,No,No,yes,Female,Yes,20,No,0,6,6,6,13.833333333333334,0,0,6,6,6,15.0,0,11.1,0.6,2.02,Graduate
3882,single,General Contingent,1,Advertising and Marketing Management,daytime,secondary education,123.0,Portuguese,113.9,Yes,No,Yes,No,Female,No,18,No,0,6,7,4,11.25,0,0,6,9,4,10.857142857142858,0,10.8,1.4,1.74,Dropout
3883,single,General Contingent,1,Social Service,daytime,secondary education,133.0,Portuguese,121.8,Yes,No,No,yes,Female,Yes,18,No,0,6,7,5,10.2,0,0,6,9,4,11.25,0,12.4,0.5,1.79,Graduate
3884,single,Holders of other higher courses,1,Nursing,daytime,higher education - degree,140.0,Portuguese,140.0,No,No,No,yes,Female,No,30,No,0,8,8,7,15.675714285714283,0,0,8,8,7,15.675714285714283,0,10.8,1.4,1.74,Graduate
3885,single,3rd general contingent,1,Social Service,daytime,secondary education,122.0,Portuguese,114.7,No,No,Yes,yes,Female,Yes,18,No,0,6,9,6,10.833333333333334,0,0,6,8,6,12.0,0,11.1,0.6,2.02,Graduate
3886,single,General Contingent,1,Tourism,daytime,secondary education,128.0,Portuguese,120.0,Yes,No,No,yes,Female,Yes,20,No,0,6,6,6,14.5,0,0,6,7,5,15.0,0,12.4,0.5,1.79,Enrolled
3887,single,General Contingent,1,Social Service,daytime,secondary education,108.0,Portuguese,107.3,No,Yes,No,yes,Female,Yes,19,No,0,6,12,4,10.4,0,0,6,11,4,10.75,0,12.4,0.5,1.79,Enrolled
3888,single,2nd general contingent,1,Veterinary Nursing,daytime,secondary education,139.0,Portuguese,136.2,No,No,No,yes,Female,No,19,No,0,5,7,5,13.0,1,0,5,7,5,13.333333333333334,0,7.6,2.6,0.32,Graduate
3889,single,General Contingent,2,Oral Hygiene,daytime,secondary education,130.0,Portuguese,119.5,Yes,No,No,yes,Female,Yes,21,No,0,7,7,7,12.242857142857144,0,0,8,8,8,14.125,0,15.5,2.8,-4.06,Graduate
3890,single,3rd general contingent,1,Basic Education,daytime,secondary education,133.1,Portuguese,106.0,Yes,No,Yes,yes,Female,No,21,No,0,7,7,7,13.0,0,0,7,8,6,12.5,0,8.9,1.4,3.51,Enrolled
3891,single,General Contingent,4,Advertising and Marketing Management,daytime,secondary education,130.0,Portuguese,124.1,Yes,No,No,yes,Female,No,18,No,0,6,6,6,14.166666666666666,0,0,6,7,6,13.428571428571429,0,8.9,1.4,3.51,Enrolled
3892,single,General Contingent,3,Management,daytime,secondary education,143.0,Portuguese,133.2,Yes,No,No,yes,Female,Yes,18,No,0,5,11,4,14.25,0,0,5,7,4,12.5,0,12.7,3.7,-1.7,Graduate
3893,divorced,Over 23 years old,1,Veterinary Nursing,daytime,secondary education,110.0,Portuguese,110.0,No,No,No,No,Female,No,35,No,0,5,14,1,12.0,2,0,5,11,2,10.5,1,9.4,-0.8,-3.12,Dropout
3894,single,General Contingent,6,Nursing,daytime,secondary education,120.0,Brazilian,114.8,Yes,No,No,yes,Female,No,21,Yes,0,7,11,4,13.25,0,0,7,9,5,13.82,0,11.1,0.6,2.02,Enrolled
3895,single,General Contingent,1,Nursing,daytime,secondary education,140.0,Portuguese,130.0,Yes,No,No,yes,Male,Yes,18,No,0,7,7,6,13.183333333333332,0,0,7,7,6,13.183333333333332,0,7.6,2.6,0.32,Graduate
3896,single,2nd general contingent,5,Communication Design,daytime,secondary education,125.0,Portuguese,122.6,Yes,No,No,yes,Male,No,22,No,0,6,6,1,11.0,0,0,6,6,0,0.0,0,9.4,-0.8,-3.12,Enrolled
3897,single,2nd general contingent,1,Nursing,daytime,secondary education,134.0,Portuguese,133.5,Yes,No,No,yes,Male,Yes,20,No,0,7,8,7,11.9725,0,0,8,8,8,12.65125,0,15.5,2.8,-4.06,Graduate
3898,married,Over 23 years old,1,Tourism,daytime,secondary education,130.0,Portuguese,120.0,Yes,No,No,yes,Female,No,34,No,0,6,7,5,12.4,0,0,6,8,5,12.8,0,9.4,-0.8,-3.12,Graduate
3899,married,Holders of other higher courses,1,Management,daytime,higher education - degree,120.0,Portuguese,120.0,No,No,No,yes,Female,No,33,No,3,8,9,5,12.6,2,2,7,13,5,11.25,0,10.8,1.4,1.74,Enrolled
3900,single,General Contingent,3,Nursing,daytime,secondary education,142.0,Portuguese,137.3,Yes,No,No,yes,Female,Yes,22,No,0,7,7,6,13.9,0,0,7,7,6,13.9,0,7.6,2.6,0.32,Graduate
3901,single,2nd general contingent,3,Tourism,daytime,secondary education,127.0,Portuguese,123.5,Yes,No,No,yes,Female,Yes,20,No,0,6,11,4,11.5,0,0,6,12,3,11.0,0,7.6,2.6,0.32,Enrolled
3902,married,Over 23 years old,1,Management,daytime,secondary education,140.0,Portuguese,131.8,No,No,No,yes,Female,No,35,No,0,5,6,4,14.2,0,0,5,10,4,11.857142857142858,0,10.8,1.4,1.74,Enrolled
3903,married,Over 23 years old,1,Management,daytime,secondary education,140.0,Portuguese,130.0,Yes,No,No,No,Female,No,39,No,0,5,12,3,10.666666666666666,2,0,5,15,3,10.666666666666666,0,9.4,-0.8,-3.12,Dropout
3904,single,3rd general contingent,6,Nursing,daytime,secondary education,142.0,Portuguese,128.0,Yes,No,No,No,Female,No,19,No,0,7,14,0,0.0,0,0,8,0,0,0.0,0,11.1,0.6,2.02,Dropout
3905,divorced,Over 23 years old,1,Tourism,daytime,secondary education,120.0,Portuguese,95.0,No,No,No,yes,Female,Yes,36,No,0,6,10,6,11.0,0,0,6,14,3,11.333333333333334,0,10.8,1.4,1.74,Graduate
3906,single,General Contingent,2,Nursing,daytime,secondary education,124.0,Portuguese,116.0,Yes,No,No,yes,Female,Yes,21,No,0,8,8,7,13.957142857142856,0,0,8,8,7,13.957142857142856,0,12.7,3.7,-1.7,Graduate
3907,single,General Contingent,1,Social Service,daytime,secondary education,157.0,Portuguese,136.7,Yes,No,No,yes,Female,No,22,No,0,6,11,4,12.5,1,0,6,13,3,13.666666666666666,0,9.4,-0.8,-3.12,Enrolled
3908,married,Over 23 years old,1,Social Service,daytime,secondary education,126.6,Portuguese,107.5,No,No,Yes,yes,Female,Yes,42,No,0,6,8,6,13.333333333333334,0,0,6,7,6,15.285714285714286,0,11.1,0.6,2.02,Graduate
3909,single,Over 23 years old,1,Informatics Engineering,daytime,secondary education,110.0,Portuguese,108.4,Yes,No,No,yes,Female,No,34,No,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout
3910,single,2nd general contingent,1,Journalism and Communication,daytime,secondary education,144.0,Portuguese,130.7,Yes,No,No,yes,Female,No,20,No,0,6,9,6,11.666666666666666,0,0,6,8,5,11.6,0,7.6,2.6,0.32,Enrolled
3911,married,Technological specialization diploma holders,1,Social Service (evening attendance),evening,technological specialization course,160.0,Portuguese,155.9,No,No,No,yes,Female,No,33,No,3,6,7,6,15.714285714285714,0,2,6,7,6,15.5,0,13.9,-0.3,0.79,Graduate
3912,single,General Contingent,4,Tourism,daytime,secondary education,105.0,Portuguese,106.1,Yes,No,No,yes,Female,No,20,No,0,6,8,5,11.0,0,0,6,9,5,11.4,0,13.9,-0.3,0.79,Graduate
3913,single,General Contingent,2,Advertising and Marketing Management,daytime,secondary education,130.0,Portuguese,128.6,Yes,No,Yes,yes,Female,No,19,No,0,5,8,4,12.25,0,0,5,7,4,12.75,2,7.6,2.6,0.32,Graduate
3914,married,Change of Course,1,Management (evening attendance,evening,higher education - degree,140.0,Portuguese,140.0,No,No,Yes,yes,Female,No,34,No,4,10,25,5,12.2,0,3,9,18,8,12.22222222222222,0,16.2,0.3,-0.92,Dropout
3915,single,General Contingent,1,Management,daytime,secondary education,138.0,Portuguese,145.0,Yes,No,No,yes,Female,No,18,No,0,5,6,5,13.0,0,0,5,5,5,14.0,0,7.6,2.6,0.32,Graduate
3916,single,2nd general contingent,1,Social Service (evening attendance),evening,secondary education,120.0,Portuguese,113.0,No,No,No,yes,Female,Yes,24,No,0,6,11,4,12.0,0,0,6,7,6,13.0,0,10.8,1.4,1.74,Graduate
3917,single,General Contingent,1,Basic Education,daytime,secondary education,135.0,Portuguese,137.1,Yes,No,No,yes,Female,No,18,No,0,6,6,6,13.333333333333334,0,0,6,7,6,12.333333333333334,0,7.6,2.6,0.32,Graduate
3918,single,General Contingent,1,Advertising and Marketing Management,daytime,secondary education,119.0,Portuguese,119.7,Yes,No,No,yes,Female,No,20,No,0,5,6,3,13.0,0,0,5,7,3,13.0,1,7.6,2.6,0.32,Enrolled
3919,single,2nd general contingent,1,Nursing,daytime,secondary education,121.0,Portuguese,120.5,Yes,No,No,yes,Female,No,21,No,0,8,8,7,12.91,0,0,8,8,7,12.91,0,10.8,1.4,1.74,Graduate
3920,single,General Contingent,5,Social Service,daytime,secondary education,126.0,Portuguese,125.7,Yes,No,No,yes,Female,Yes,19,No,0,6,8,6,11.0,0,0,6,13,3,11.0,0,9.4,-0.8,-3.12,Graduate
3921,single,2nd general contingent,4,Nursing,daytime,secondary education,132.0,Portuguese,125.5,No,No,No,yes,Female,Yes,19,No,0,7,8,6,13.579999999999998,0,0,8,8,8,12.93625,0,15.5,2.8,-4.06,Graduate
3922,single,General Contingent,1,Social Service,daytime,secondary education,128.0,Portuguese,124.5,Yes,No,No,yes,Female,Yes,18,No,0,6,10,4,12.4,0,0,6,8,6,12.5,0,12.4,0.5,1.79,Graduate
3923,divorced,Over 23 years old,1,Social Service (evening attendance),evening,secondary education,160.0,Portuguese,126.0,No,No,No,yes,Female,Yes,38,No,4,9,13,8,12.88888888888889,0,2,7,9,7,13.0,0,13.9,-0.3,0.79,Graduate
3924,single,General Contingent,1,Animation and Multimedia Design,daytime,secondary education,125.0,Portuguese,136.2,Yes,No,Yes,yes,Male,No,21,No,6,12,12,11,11.545454545454543,0,4,11,18,9,11.7,1,8.9,1.4,3.51,Enrolled
3925,single,Change of Course,1,Management,daytime,secondary education,127.0,Mozambican,124.2,Yes,No,No,yes,Male,No,23,Yes,0,5,6,1,10.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Enrolled
3926,single,2nd general contingent,5,Nursing,daytime,secondary education,147.0,Portuguese,138.5,Yes,No,No,yes,Female,No,19,No,0,8,8,8,14.34125,0,0,8,8,8,14.34125,0,9.4,-0.8,-3.12,Graduate
3927,single,General Contingent,2,Journalism and Communication,daytime,secondary education,130.0,Portuguese,122.3,Yes,No,Yes,No,Female,No,18,No,0,6,8,6,14.142857142857142,0,0,6,6,5,12.0,0,13.9,-0.3,0.79,Dropout
3928,single,General Contingent,6,Animation and Multimedia Design,daytime,secondary education,134.0,Portuguese,126.0,Yes,No,No,yes,Female,Yes,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate
